Journeyid,custid,productid,Visitdate,Stage,Action,Duration
3444,8,18,24-08-2025,Homepage,Click,77
3445,88,18,22-12-2025,Homepage,View,38
3446,77,7,11-09-2024,Checkout,Drop-off,NULL
3447,96,1,22-09-2024,Homepage,Click,96
3448,58,2,06-06-2023,Checkout,Purchase,247
3449,77,9,18-11-2023,Checkout,Drop-off,NULL
3450,85,17,08-12-2025,Checkout,Drop-off,NULL
3451,56,1,03-05-2024,ProductPage,View,65
3452,34,8,23-07-2023,Homepage,View,208
3453,60,6,25-02-2023,ProductPage,View,10
3454,83,13,08-08-2023,Checkout,Drop-off,NULL
3455,88,15,14-05-2023,Homepage,Click,288
3456,56,12,02-03-2023,Homepage,Click,289
3457,30,10,03-07-2023,Homepage,Click,87
3458,51,12,23-12-2023,Homepage,View,141
3459,37,9,25-03-2023,Checkout,Drop-off,NULL
3460,57,9,06-11-2023,Homepage,Click,76
3461,40,17,19-01-2025,Checkout,Purchase,286
3462,24,20,15-03-2025,Homepage,Click,39
3463,56,11,26-05-2024,Homepage,View,99
3464,100,15,18-03-2024,ProductPage,View,43
3465,86,15,16-05-2023,ProductPage,View,189
3466,69,10,23-04-2025,Homepage,Click,295
3467,11,1,07-02-2024,ProductPage,Click,30
3468,27,11,27-06-2025,Homepage,Click,298
3469,94,17,22-08-2024,Homepage,View,57
3470,55,7,25-03-2025,ProductPage,View,181
3471,43,4,25-05-2024,Homepage,View,24
3472,52,2,09-07-2024,ProductPage,View,145
3473,63,15,05-12-2023,ProductPage,View,131
3474,43,9,19-08-2023,ProductPage,View,208
3475,99,7,26-06-2023,Homepage,View,144
3476,27,14,10-10-2024,Homepage,View,260
3477,100,6,12-01-2024,Homepage,Click,216
3478,93,10,07-01-2023,Homepage,Click,168
3479,95,17,13-09-2023,ProductPage,Click,283
3480,40,6,06-03-2023,Checkout,Purchase,181
3481,49,1,17-06-2025,Homepage,Click,42
3482,66,3,15-09-2023,ProductPage,Drop-off,NULL
3483,78,11,23-06-2024,ProductPage,View,127
3484,95,7,26-04-2023,Checkout,Drop-off,NULL
3485,66,1,14-02-2024,ProductPage,View,113
3486,67,2,07-01-2025,productpage,View,108
3487,35,16,28-04-2023,Checkout,Drop-off,NULL
3488,31,2,29-09-2023,Homepage,Click,135
3489,71,11,08-10-2023,Homepage,View,26
3490,80,6,04-10-2025,Checkout,Drop-off,NULL
3491,90,10,21-11-2024,Checkout,Drop-off,NULL
3492,41,7,22-02-2023,Checkout,Drop-off,NULL
3493,27,15,19-09-2025,Checkout,Drop-off,NULL
3494,44,14,10-07-2025,Homepage,Click,214
3495,69,11,21-02-2024,Homepage,Click,67
3496,65,15,14-04-2023,ProductPage,Click,186
3497,91,18,12-03-2025,ProductPage,Click,128
3498,58,11,27-09-2024,Homepage,Click,219
3499,14,16,24-06-2023,ProductPage,Click,141
3500,26,5,13-02-2023,Homepage,View,280
3501,87,6,16-08-2025,ProductPage,View,95
3502,28,7,14-10-2023,ProductPage,View,70
3503,88,12,06-03-2023,Checkout,Drop-off,NULL
3504,70,19,23-08-2024,Homepage,View,115
3505,25,3,21-01-2025,Homepage,Click,160
3506,35,1,16-06-2023,ProductPage,Click,209
3507,100,12,22-01-2025,ProductPage,Click,45
3508,93,20,15-03-2025,ProductPage,Click,23
3509,84,11,15-04-2025,Checkout,Purchase,71
3510,87,19,27-04-2023,Homepage,Click,134
3511,71,13,16-03-2024,Homepage,Click,99
3512,18,1,23-01-2025,Homepage,Click,119
3513,24,1,12-03-2025,ProductPage,Click,264
3514,85,9,04-03-2024,ProductPage,Click,282
3515,5,8,22-02-2023,Homepage,View,280
3516,86,11,12-11-2025,ProductPage,View,225
3517,34,7,14-01-2024,Checkout,Drop-off,NULL
3518,96,18,30-04-2025,ProductPage,View,125
3519,98,17,18-04-2024,Homepage,View,47
3520,53,3,10-01-2025,ProductPage,View,156
3521,97,13,10-02-2025,ProductPage,View,95
3522,72,20,14-06-2025,Homepage,Click,138
3523,58,19,04-05-2025,Homepage,View,249
3524,100,2,06-05-2024,homepage,Click,82
3525,87,12,15-09-2025,Checkout,Purchase,90
3526,52,1,10-12-2025,Homepage,View,201
3527,14,17,07-07-2023,Checkout,Drop-off,NULL
3528,60,13,21-02-2023,Homepage,View,290
3529,6,16,18-10-2025,ProductPage,View,141
3530,89,12,22-08-2023,Homepage,View,179
3531,70,5,04-08-2025,Checkout,Drop-off,NULL
3532,25,12,29-05-2025,ProductPage,View,81
3533,63,17,12-03-2024,Homepage,Click,279
3534,45,7,28-11-2025,Checkout,Purchase,136
3535,75,16,24-11-2023,Homepage,Click,150
3536,16,6,18-01-2025,Checkout,Purchase,260
3537,37,14,02-09-2024,Homepage,Click,224
3538,40,18,18-08-2024,Checkout,Purchase,217
3539,52,2,25-10-2025,ProductPage,View,273
3540,37,7,13-09-2024,Homepage,View,210
3541,83,1,28-06-2024,Homepage,Click,267
3542,47,14,15-06-2024,ProductPage,Click,239
3543,75,6,30-05-2024,Checkout,Drop-off,NULL
3544,93,15,20-06-2025,Homepage,Click,18
3545,78,6,10-07-2024,ProductPage,Click,29
3546,69,11,11-10-2024,ProductPage,Click,197
3547,97,17,20-08-2025,ProductPage,Click,255
3548,3,6,29-09-2024,Checkout,Purchase,295
3549,22,6,22-09-2023,productpage,View,172
3550,40,20,11-06-2023,homepage,Click,255
3551,58,13,31-03-2024,Homepage,View,84
3552,22,19,04-04-2025,Checkout,Drop-off,NULL
3553,34,20,15-01-2025,Checkout,Drop-off,NULL
3554,94,1,17-01-2023,Checkout,Drop-off,NULL
3555,92,20,26-11-2025,Homepage,Click,263
3556,7,9,06-09-2025,Checkout,Purchase,23
3557,36,15,13-01-2025,Checkout,Drop-off,NULL
3558,74,16,30-08-2024,ProductPage,View,298
3559,84,5,01-02-2025,ProductPage,View,21
3560,77,13,19-11-2025,ProductPage,View,278
3561,96,1,05-02-2025,Homepage,View,206
3562,43,14,20-08-2025,Homepage,View,43
3563,65,16,01-10-2024,ProductPage,View,265
3564,78,19,26-03-2024,Checkout,Drop-off,NULL
3565,67,14,15-08-2023,Homepage,Click,129
3566,50,3,14-03-2024,ProductPage,Click,82
3567,20,9,29-06-2024,ProductPage,Click,204
3568,84,7,14-06-2024,Homepage,View,288
3569,52,19,02-10-2024,ProductPage,View,286
3570,26,12,21-04-2024,Homepage,View,48
3571,11,13,02-11-2024,Homepage,View,248
3572,6,12,11-08-2024,Homepage,Click,288
3573,94,9,09-05-2024,ProductPage,Click,88
3574,9,1,05-07-2023,ProductPage,Click,245
3575,68,20,29-08-2023,Checkout,Purchase,277
3576,97,3,30-10-2024,ProductPage,View,178
3577,65,18,19-04-2023,Checkout,Drop-off,NULL
3578,86,18,15-02-2024,Homepage,View,208
3579,26,15,24-10-2025,Checkout,Drop-off,NULL
3580,30,16,18-06-2023,Checkout,Drop-off,NULL
3581,87,11,12-11-2024,Checkout,Drop-off,NULL
3582,63,14,31-10-2024,Checkout,Drop-off,NULL
3583,59,2,14-05-2025,Checkout,Drop-off,NULL
3584,44,2,27-12-2023,ProductPage,View,261
3585,47,8,03-02-2023,Homepage,Click,84
3586,17,9,28-09-2024,Homepage,View,210
3587,47,13,26-08-2023,ProductPage,View,133
3588,10,6,17-06-2025,ProductPage,View,199
3589,77,8,23-02-2025,ProductPage,View,172
3590,65,17,19-06-2024,ProductPage,View,110
3591,30,4,13-10-2025,Homepage,Click,20
3592,52,19,11-12-2025,Checkout,Purchase,242
3593,11,2,09-07-2025,Homepage,View,73
3594,79,4,26-08-2024,ProductPage,View,21
3595,52,8,03-07-2024,Checkout,Drop-off,NULL
3596,8,1,05-03-2024,Homepage,View,195
3597,14,5,10-11-2025,Homepage,View,83
3598,56,19,24-12-2024,ProductPage,View,11
3599,52,5,12-08-2024,Homepage,Click,243
3600,97,19,10-11-2023,Checkout,Purchase,151
3601,78,9,14-11-2023,Checkout,Drop-off,NULL
3602,81,10,05-01-2024,Checkout,Drop-off,NULL
3603,35,20,21-03-2023,ProductPage,View,266
3604,4,2,25-06-2025,Homepage,View,127
3605,64,6,04-09-2024,Homepage,Click,85
3606,89,11,14-06-2023,Homepage,View,293
3607,83,20,20-11-2023,Homepage,View,213
3608,50,3,09-08-2025,checkout,Drop-off,NULL
3609,14,5,05-03-2023,Checkout,Drop-off,NULL
3610,37,2,18-07-2023,ProductPage,View,94
3611,33,11,20-06-2023,ProductPage,View,42
3612,89,15,06-05-2025,Homepage,View,257
3613,66,18,06-12-2025,Homepage,Click,41
3614,50,3,07-11-2025,Homepage,View,164
3615,69,2,20-11-2025,ProductPage,View,166
3616,17,16,12-12-2023,Homepage,View,102
3617,10,10,05-02-2023,Homepage,View,237
3618,67,14,03-01-2023,ProductPage,View,246
3619,95,16,25-03-2024,ProductPage,View,193
3620,92,18,17-08-2025,Homepage,View,235
3621,92,6,24-12-2025,ProductPage,View,163
3622,85,17,22-10-2023,ProductPage,View,21
3623,29,6,21-09-2024,ProductPage,View,89
3624,63,20,15-12-2024,ProductPage,View,77
3625,66,11,29-06-2024,Checkout,Drop-off,NULL
3626,22,14,21-05-2024,ProductPage,View,10
3627,32,5,14-11-2025,Homepage,Click,36
3628,37,19,04-07-2023,Homepage,View,117
3629,86,10,01-03-2024,Checkout,Drop-off,NULL
3630,80,20,27-12-2024,ProductPage,View,71
3631,58,6,12-02-2025,ProductPage,View,24
3632,50,12,17-10-2024,ProductPage,View,219
3633,25,6,25-09-2023,Checkout,Drop-off,NULL
3634,31,6,06-09-2023,ProductPage,View,231
3635,48,20,22-06-2024,Homepage,Click,230
3636,49,18,10-05-2025,Homepage,View,188
3637,41,18,11-07-2024,ProductPage,View,97
3638,93,16,12-10-2024,Homepage,View,93
3639,65,7,06-08-2025,ProductPage,View,264
3640,67,15,03-06-2024,ProductPage,View,20
3641,96,1,02-04-2025,Homepage,Click,84
3642,100,4,25-05-2025,ProductPage,Click,160
3643,32,1,12-10-2025,ProductPage,Click,205
3644,46,12,23-09-2025,ProductPage,Click,144
3645,57,18,26-09-2023,Homepage,Click,206
3646,66,18,14-08-2024,ProductPage,Click,247
3647,73,13,31-03-2025,ProductPage,Click,112
3648,70,15,18-09-2025,Homepage,View,63
3649,7,18,29-11-2025,ProductPage,View,276
3650,42,9,13-07-2025,Checkout,Drop-off,NULL
3651,73,4,03-08-2024,Homepage,View,249
3652,86,17,10-04-2024,Checkout,Drop-off,NULL
3653,33,18,15-12-2024,Checkout,Drop-off,NULL
3654,41,8,10-04-2025,Homepage,View,55
3655,63,13,07-08-2025,Checkout,Drop-off,NULL
3656,78,3,15-02-2025,Checkout,Drop-off,NULL
3657,74,4,08-12-2023,Checkout,Drop-off,NULL
3658,49,5,24-08-2024,ProductPage,View,251
3659,43,17,23-02-2025,Homepage,Click,271
3660,19,11,03-08-2025,ProductPage,Click,286
3661,63,15,27-02-2025,ProductPage,Click,25
3662,65,8,12-04-2023,Checkout,Purchase,81
3663,46,10,05-12-2024,Homepage,Click,103
3664,73,5,02-01-2025,ProductPage,Click,68
3665,8,7,18-06-2024,ProductPage,Click,38
3666,1,17,07-03-2024,Homepage,Click,233
3667,42,2,16-04-2024,Homepage,View,289
3668,75,19,14-02-2024,Homepage,View,18
3669,31,13,20-07-2023,Homepage,View,187
3670,78,19,14-10-2024,homepage,View,269
3671,50,14,14-02-2024,Homepage,View,216
3672,62,15,04-12-2025,Homepage,View,231
3673,12,14,21-10-2023,Checkout,Drop-off,NULL
3674,57,16,03-05-2023,Homepage,View,234
3675,62,9,16-03-2025,productpage,View,51
3676,39,2,20-10-2025,ProductPage,View,169
3677,83,14,23-03-2025,Homepage,Click,111
3678,67,3,01-05-2023,productpage,Click,96
3679,14,1,17-12-2023,ProductPage,Click,175
3680,94,16,22-10-2025,Homepage,View,86
3681,85,2,24-11-2024,Homepage,View,87
3682,42,13,07-06-2023,Homepage,Click,169
3683,98,6,01-09-2024,Homepage,Click,295
3684,2,9,31-08-2024,Homepage,Click,217
3685,74,20,26-12-2025,Checkout,Purchase,71
3686,69,1,01-11-2025,ProductPage,View,90
3687,43,16,06-01-2023,ProductPage,View,23
3688,39,2,02-02-2024,ProductPage,View,210
3689,36,16,27-10-2024,Homepage,Click,210
3690,44,5,12-11-2025,Checkout,Purchase,125
3691,58,3,05-07-2023,ProductPage,View,118
3692,46,9,11-02-2025,ProductPage,View,268
3693,28,3,14-04-2023,ProductPage,View,166
3694,3,6,18-03-2024,Homepage,View,264
3695,54,14,03-01-2025,Homepage,View,160
3696,1,2,10-02-2024,ProductPage,View,231
3697,37,2,12-10-2023,ProductPage,View,143
3698,94,11,29-03-2023,Homepage,View,76
3699,81,14,18-06-2023,Homepage,View,156
3700,68,18,16-09-2023,Homepage,Click,161
3701,70,3,22-02-2023,ProductPage,Click,205
3702,55,19,18-11-2025,Homepage,Click,70
3703,85,15,19-09-2023,ProductPage,Click,72
3704,56,16,17-05-2025,ProductPage,Click,234
3705,57,19,04-09-2023,Homepage,Click,49
3706,55,17,17-12-2024,homepage,Click,165
3707,65,10,14-03-2023,productpage,Click,242
3708,22,5,16-02-2024,Homepage,Click,267
3709,47,14,24-12-2023,ProductPage,Click,244
3710,18,4,28-05-2024,productpage,Click,16
3711,82,2,12-09-2025,Homepage,View,175
3712,5,20,22-05-2024,Checkout,Drop-off,NULL
3713,51,9,10-03-2024,ProductPage,View,254
3714,39,4,18-01-2025,ProductPage,View,125
3715,77,2,06-11-2024,ProductPage,View,10
3716,86,6,20-04-2023,ProductPage,View,129
3717,22,1,05-03-2023,ProductPage,View,273
3718,26,7,09-11-2024,Homepage,Click,136
3719,35,6,06-03-2024,ProductPage,Click,270
3720,57,15,20-12-2025,Homepage,Click,228
3721,32,5,23-08-2024,ProductPage,Click,185
3722,74,15,22-02-2025,Checkout,Purchase,132
3723,40,19,21-09-2023,ProductPage,View,99
3724,70,18,19-05-2024,Homepage,View,70
3725,59,11,01-11-2024,ProductPage,View,100
3726,8,5,05-05-2024,Homepage,View,106
3727,81,10,07-09-2024,ProductPage,View,62
3728,20,2,07-06-2025,Checkout,Drop-off,NULL
3729,66,11,16-10-2025,ProductPage,View,133
3730,18,12,24-09-2024,Homepage,Click,32
3731,28,8,16-03-2025,Homepage,Click,128
3732,60,17,21-04-2024,Checkout,Purchase,169
3733,47,1,03-04-2023,Homepage,View,223
3734,99,15,31-08-2025,ProductPage,View,253
3735,24,12,03-11-2024,Homepage,Click,78
3736,19,12,02-04-2023,Homepage,View,79
3737,86,8,06-09-2025,ProductPage,View,35
3738,82,17,22-08-2024,homepage,View,71
3739,42,15,20-03-2025,Homepage,Click,71
3740,68,19,18-01-2023,Checkout,Purchase,295
3741,48,2,12-08-2023,Homepage,View,238
3742,81,20,26-06-2024,ProductPage,View,197
3743,60,19,22-04-2023,ProductPage,View,56
3744,25,5,10-02-2023,ProductPage,View,120
3745,17,3,28-11-2023,Homepage,Click,101
3746,57,13,02-08-2023,Homepage,View,249
3747,4,3,14-03-2023,ProductPage,View,82
3748,9,20,15-02-2023,Homepage,Click,39
3749,69,16,06-06-2024,Homepage,View,163
3750,34,9,30-10-2024,Homepage,View,87
3751,27,17,30-10-2024,ProductPage,View,195
3752,8,6,30-10-2024,ProductPage,View,141
3753,72,4,05-06-2024,ProductPage,View,30
3754,24,17,16-08-2025,ProductPage,View,31
3755,94,8,02-07-2024,ProductPage,View,254
3756,88,20,21-09-2025,ProductPage,View,75
3757,83,8,03-07-2023,Checkout,Drop-off,NULL
3758,87,8,28-03-2023,ProductPage,View,250
3759,15,1,04-03-2023,Homepage,View,51
3760,76,8,11-01-2025,ProductPage,View,164
3761,36,5,13-11-2025,ProductPage,View,274
3762,72,5,16-10-2025,Checkout,Drop-off,NULL
3763,24,8,09-11-2023,ProductPage,View,215
3764,40,12,05-07-2024,ProductPage,View,235
3765,23,13,15-08-2025,Homepage,View,65
3766,49,18,25-01-2023,Homepage,Click,160
3767,82,15,30-03-2023,ProductPage,Click,39
3768,25,1,15-10-2024,Homepage,View,229
3769,15,10,17-03-2025,ProductPage,View,174
3770,47,7,21-11-2023,ProductPage,View,92
3771,67,14,27-10-2024,productpage,View,129
3772,76,14,24-03-2024,Homepage,Click,226
3773,17,16,23-08-2024,Homepage,Click,74
3774,10,3,23-02-2024,ProductPage,Click,58
3775,43,12,10-08-2024,Homepage,Click,228
3776,28,1,22-10-2023,ProductPage,Drop-off,NULL
3777,58,3,20-09-2024,Homepage,Click,137
3778,17,10,18-05-2023,ProductPage,Click,132
3779,70,3,11-11-2023,ProductPage,Click,108
3780,68,2,12-01-2024,Checkout,Purchase,157
3781,54,8,14-04-2025,Homepage,View,250
3782,67,12,24-02-2025,Homepage,Click,91
3783,30,18,05-02-2025,Homepage,Click,71
3784,31,4,05-02-2023,Homepage,View,227
3785,43,4,28-11-2024,Checkout,Drop-off,NULL
3786,55,2,24-02-2023,Homepage,Click,282
3787,19,9,31-01-2023,ProductPage,Click,183
3788,44,1,24-02-2023,Checkout,Purchase,112
3789,89,5,11-03-2025,Homepage,View,264
3790,68,14,18-10-2025,ProductPage,View,15
3791,26,17,02-06-2025,ProductPage,View,232
3792,68,9,16-06-2024,Homepage,View,28
3793,43,14,13-03-2024,Checkout,Drop-off,NULL
3794,86,17,14-02-2023,Homepage,View,254
3795,25,12,08-05-2024,ProductPage,View,117
3796,85,2,25-10-2025,ProductPage,View,200
3797,60,18,07-12-2025,Homepage,View,216
3798,47,11,28-08-2025,Checkout,Drop-off,NULL
3799,95,6,06-12-2023,Homepage,View,79
3800,62,17,04-08-2023,ProductPage,View,46
3801,22,15,13-02-2023,ProductPage,View,120
3802,53,2,11-09-2025,Homepage,View,82
3803,1,11,10-08-2025,ProductPage,View,283
3804,88,12,24-04-2023,ProductPage,View,260
3805,95,14,01-12-2024,Checkout,Drop-off,NULL
3806,15,19,08-01-2025,Homepage,View,187
3807,53,4,08-01-2023,Homepage,View,26
3808,63,14,03-02-2024,Homepage,Click,195
3809,72,19,21-11-2023,ProductPage,Drop-off,NULL
3810,9,8,06-12-2024,Checkout,Drop-off,NULL
3811,63,7,31-05-2024,Checkout,Drop-off,NULL
3812,63,4,27-05-2023,Homepage,View,158
3813,84,1,10-02-2025,Homepage,View,289
3814,27,19,13-06-2025,ProductPage,View,80
3815,42,19,29-10-2024,checkout,Drop-off,NULL
3816,98,5,13-12-2024,ProductPage,View,245
3817,36,7,27-03-2024,Checkout,Drop-off,NULL
3818,87,17,03-12-2025,Checkout,Drop-off,NULL
3819,87,8,03-03-2025,Homepage,Click,62
3820,98,10,27-07-2024,Homepage,Click,258
3821,25,16,26-04-2023,ProductPage,Click,200
3822,39,20,20-07-2024,Checkout,Purchase,74
3823,41,16,01-03-2024,Checkout,Drop-off,NULL
3824,87,9,29-06-2023,ProductPage,View,108
3825,94,7,10-05-2024,productpage,View,169
3826,92,18,30-06-2024,Homepage,Click,167
3827,10,3,24-11-2024,Homepage,View,90
3828,91,15,16-07-2025,Homepage,View,194
3829,8,5,02-11-2024,Checkout,Drop-off,NULL
3830,29,6,26-10-2023,ProductPage,View,131
3831,63,11,02-11-2023,Homepage,Click,218
3832,87,9,11-11-2025,Checkout,Purchase,66
3833,29,14,07-03-2023,Checkout,Drop-off,NULL
3834,57,11,30-04-2025,Homepage,View,191
3835,96,16,04-02-2024,Homepage,Click,41
3836,83,17,18-02-2024,Homepage,View,241
3837,94,5,28-03-2023,Homepage,View,218
3838,89,2,28-01-2023,ProductPage,View,104
3839,16,2,12-10-2024,Homepage,View,64
3840,88,14,13-11-2023,Homepage,Click,268
3841,36,8,13-06-2023,productpage,Click,101
3842,19,7,29-06-2023,ProductPage,Click,257
3843,21,9,20-03-2025,ProductPage,Click,148
3844,97,20,18-03-2025,ProductPage,Click,12
3845,77,16,12-06-2025,ProductPage,Click,86
3846,66,6,28-04-2024,Homepage,View,156
3847,24,17,02-02-2025,Checkout,Drop-off,NULL
3848,53,4,18-09-2023,Homepage,View,181
3849,20,2,17-05-2025,Homepage,Click,248
3850,91,10,15-10-2024,ProductPage,Click,142
3851,19,19,06-09-2025,Checkout,Purchase,67
3852,99,5,07-09-2025,ProductPage,View,205
3853,100,13,18-07-2025,Homepage,View,244
3854,68,7,16-08-2025,ProductPage,View,205
3855,100,8,13-08-2023,Homepage,Click,69
3856,52,7,27-07-2024,ProductPage,Click,191
3857,28,2,19-04-2023,ProductPage,Drop-off,NULL
3858,7,14,12-05-2023,Homepage,View,125
3859,83,20,08-06-2025,Checkout,Drop-off,NULL
3860,42,9,21-09-2025,checkout,Drop-off,NULL
3861,95,20,17-04-2023,Homepage,View,23
3862,43,9,04-04-2023,Homepage,View,123
3863,91,8,26-10-2024,Homepage,Click,175
3864,65,5,06-01-2024,Checkout,Purchase,249
3865,30,14,22-09-2024,Homepage,Click,84
3866,93,8,16-11-2025,ProductPage,Click,277
3867,44,16,22-02-2024,Homepage,Click,10
3868,83,3,07-09-2023,Homepage,View,88
3869,21,20,07-01-2024,ProductPage,View,138
3870,58,17,12-12-2023,Homepage,Click,187
3871,35,19,24-10-2024,Homepage,Click,171
3872,100,3,06-10-2025,Homepage,View,42
3873,26,13,17-12-2023,Homepage,View,240
3874,52,7,27-11-2023,Homepage,View,279
3875,73,3,11-02-2023,Homepage,Click,74
3876,95,17,30-10-2025,Checkout,Purchase,231
3877,49,13,07-09-2024,Homepage,View,59
3878,20,1,30-03-2025,ProductPage,View,263
3879,54,18,13-07-2025,Checkout,Drop-off,NULL
3880,22,6,17-10-2023,Homepage,View,61
3881,58,18,27-08-2024,Checkout,Drop-off,NULL
3882,13,20,27-05-2023,Checkout,Drop-off,NULL
3883,47,20,05-04-2025,Homepage,View,43
3884,71,16,23-04-2024,Homepage,View,44
3885,96,3,02-01-2023,Checkout,Drop-off,NULL
3886,90,9,15-05-2024,Homepage,View,163
3887,24,14,14-10-2024,Checkout,Drop-off,NULL
3888,76,14,27-11-2023,Checkout,Drop-off,NULL
3889,55,13,16-10-2023,ProductPage,View,217
3890,70,11,05-05-2024,ProductPage,View,240
3891,46,14,18-04-2024,ProductPage,View,100
3892,61,14,04-02-2023,Homepage,View,198
3893,70,17,16-09-2025,ProductPage,View,217
3894,47,8,18-02-2023,Homepage,Click,91
3895,26,1,14-11-2024,Homepage,View,300
3896,3,20,11-07-2025,ProductPage,View,215
3897,39,18,06-11-2023,Checkout,Drop-off,NULL
3898,22,17,21-09-2025,Homepage,View,74
3899,28,6,29-08-2024,ProductPage,View,263
3900,40,7,29-04-2024,ProductPage,View,152
3901,3,4,01-05-2023,Homepage,View,69
3902,48,4,21-11-2024,Homepage,Click,118
3903,67,10,17-09-2023,Homepage,Click,215
3904,74,13,18-03-2023,ProductPage,Click,27
3905,84,19,29-07-2025,ProductPage,Click,133
3906,60,13,31-10-2024,ProductPage,Click,256
3907,21,16,24-10-2024,ProductPage,Click,99
3908,49,17,28-01-2024,Homepage,View,76
3909,36,4,18-07-2023,ProductPage,View,198
3910,16,2,26-07-2025,Checkout,Drop-off,NULL
3911,85,6,16-07-2024,Homepage,View,123
3912,99,9,13-06-2025,Homepage,Click,143
3913,45,9,15-11-2023,Checkout,Purchase,66
3914,11,6,18-02-2023,ProductPage,View,297
3915,28,19,26-04-2025,Homepage,View,18
3916,85,6,14-10-2023,ProductPage,View,46
3917,5,1,04-10-2025,Homepage,View,188
3918,50,16,08-02-2023,Homepage,Click,157
3919,94,5,19-04-2025,Homepage,Click,191
3920,19,5,06-09-2025,ProductPage,Click,40
3921,64,10,20-09-2023,ProductPage,Click,251
3922,68,5,13-11-2023,ProductPage,Click,165
3923,92,19,24-08-2025,Homepage,View,98
3924,84,16,08-05-2023,Checkout,Drop-off,NULL
3925,89,4,01-05-2023,Checkout,Drop-off,NULL
3926,72,2,06-04-2024,ProductPage,View,266
3927,71,19,10-10-2023,Homepage,View,277
3928,39,5,06-04-2025,ProductPage,View,221
3929,64,6,06-08-2025,productpage,View,55
3930,2,9,22-09-2024,Homepage,Click,260
3931,67,20,26-06-2023,Homepage,View,205
3932,86,14,02-11-2023,ProductPage,View,113
1592,80,17,08-06-2023,ProductPage,View,148
3373,79,17,05-04-2025,Checkout,Drop-off,NULL
677,83,8,23-12-2025,Homepage,Click,262
1044,37,10,17-01-2024,ProductPage,View,251
2043,8,20,19-06-2023,Homepage,View,69
3401,10,16,27-02-2023,Homepage,Click,33
3912,99,9,13-06-2025,Homepage,Click,143
203,44,11,28-12-2024,Homepage,View,230
404,30,13,22-04-2023,Homepage,View,112
3881,58,18,27-08-2024,Checkout,Drop-off,NULL
1340,64,9,19-08-2023,Homepage,Click,49
676,67,8,15-01-2023,ProductPage,View,91
2760,48,12,10-06-2025,ProductPage,View,45
2819,40,5,24-05-2025,homepage,Click,299
2501,79,3,14-08-2023,ProductPage,View,146
3369,54,12,06-01-2024,ProductPage,View,31
3698,94,11,29-03-2023,Homepage,View,76
3748,9,20,15-02-2023,Homepage,Click,39
1905,76,10,06-07-2024,ProductPage,View,171
151,79,20,04-11-2023,Checkout,Purchase,298
2247,38,18,25-04-2025,Checkout,Drop-off,NULL
3051,94,10,09-04-2024,Homepage,Click,147
3053,33,4,05-10-2023,Homepage,View,34
2668,91,9,27-10-2025,Checkout,Drop-off,NULL
2511,5,19,30-08-2023,Homepage,View,207
3930,2,9,22-09-2024,Homepage,Click,260
3779,70,3,11-11-2023,ProductPage,Click,108
520,42,16,13-07-2025,Checkout,Drop-off,NULL
687,90,6,24-09-2023,Homepage,View,10
2796,69,7,25-05-2025,Checkout,Drop-off,NULL
2912,64,19,08-03-2024,Checkout,Drop-off,NULL
2991,22,19,19-01-2025,Homepage,View,193
3763,24,8,09-11-2023,ProductPage,View,215
3166,45,9,26-07-2024,Homepage,Click,266
3266,56,18,01-09-2025,ProductPage,View,105
3781,54,8,14-04-2025,Homepage,View,250
3127,94,20,27-01-2024,Homepage,Click,39
746,32,20,25-08-2024,Homepage,View,127
1533,71,20,05-05-2025,Homepage,View,154
841,27,6,18-10-2025,ProductPage,View,244
3609,14,5,05-03-2023,Checkout,Drop-off,NULL
2015,42,20,01-08-2025,Checkout,Drop-off,NULL
3724,70,18,19-05-2024,Homepage,View,70
3559,84,5,01-02-2025,ProductPage,View,21
3643,32,1,12-10-2025,ProductPage,Click,205
1931,26,4,22-07-2023,Homepage,View,133
3256,8,8,08-05-2024,Homepage,View,55
443,98,5,04-09-2023,Checkout,Drop-off,NULL
1284,34,14,22-12-2023,ProductPage,View,190
3139,71,13,27-08-2023,Checkout,Drop-off,NULL
703,60,16,30-08-2023,Homepage,View,23
3852,99,5,07-09-2025,ProductPage,View,205
2655,84,4,09-10-2023,Homepage,View,146
911,57,20,23-01-2023,Homepage,View,209
1987,66,14,11-06-2023,ProductPage,Drop-off,NULL
2750,8,19,23-04-2024,Homepage,View,40
1125,59,18,04-01-2024,ProductPage,View,202
664,41,18,30-01-2025,ProductPage,View,59
2162,26,15,09-06-2023,Homepage,Click,219
2653,86,2,08-06-2023,productpage,Click,247
2875,51,19,30-01-2023,Homepage,View,106
23,58,1,05-07-2023,Homepage,View,48
3671,50,14,14-02-2024,Homepage,View,216
494,29,6,27-10-2024,Checkout,Drop-off,NULL
2759,81,3,23-08-2024,Homepage,View,288
97,92,19,26-05-2025,Homepage,View,203
1790,10,13,01-11-2023,Homepage,View,111
3232,84,9,28-10-2023,Homepage,View,125
2874,36,12,03-07-2025,Checkout,Drop-off,NULL
3193,92,16,01-04-2024,Checkout,Purchase,38
853,69,12,02-11-2024,ProductPage,View,91
1849,67,12,04-09-2024,Homepage,View,76
2935,99,3,05-04-2023,Homepage,Click,82
3531,70,5,04-08-2025,checkout,Drop-off,NULL
1705,54,15,14-12-2025,Homepage,View,97
1248,17,8,13-12-2023,homepage,Click,153
2837,75,3,13-06-2023,ProductPage,View,195
